"   ","SHOPID","ACCID","CREDID","FENLUNO","DEBIT","CREDIT","SUBID","BRIEF","ATTRFLAG","READONLY","MEMO","EMPID","DEPID","PROJECTID","BIGAMTID"
"2351","8357","1","201901000001","2","0.00","22977.60","407","收:(9-11)月份工资(原件在服务中心)","0","F","","0","0","0",""
"2352","8357","1","201901000002","1","22977.60","0.00","501001","付:(9-11)月份工资","0","F","","0","0","0",""
"2353","8357","1","201901000002","2","0.00","22977.60","102","付:(9-11)月份工资","0","F","","0","0","0",""
"2354","8357","1","201901000003","1","10000.00","0.00","102","收:中心汇入拆旧复垦环境整治款(原件在服务中心)","0","F","","0","0","0",""
"2355","8357","1","201901000003","2","0.00","10000.00","406","收:中心汇入拆旧复垦环境整治款(原件在服务中心)","0","F","","0","0","0",""
"2356","8357","1","201901000004","1","40000.00","0.00","102","收:服务中心汇入各村2018年度办公经费(原件在服务中心)","0","F","","0","0","0",""
"2357","8357","1","201901000004","2","0.00","40000.00","407","收:服务中心汇入各村2018年度办公经费(原件在服务中心)","0","F","","0","0","0",""
"2358","8357","1","201901000005","1","17500.00","0.00","505","付：环境整治垃圾清理款","0","F","","0","0","0",""
"2359","8357","1","201901000005","2","14510.00","0.00","505","付：维修电路安装及门窗安装","0","F","","0","0","0",""
"2360","8357","1","201901000005","3","5500.00","0.00","505","付：困难群众关爱基金","0","F","","0","0","0",""
"2361","8357","1","201901000005","4","0.00","37510.00","102","付：垃圾清理款、维修电路安装、困难群众关爱基金","0","F","","0","0","0",""
"2362","8357","1","201902000001","1","5994.40","0.00","102","收：12月份工资(原件在服务中心)","0","F","","0","0","0",""
"2363","8357","1","201902000001","2","0.00","5994.40","407","收：12月份工资(原件在服务中心)","0","F","","0","0","0",""
"2364","8357","1","201902000002","1","5994.40","0.00","501001","付：12月份工资","0","F","","0","0","0",""
"2365","8357","1","201902000002","2","0.00","5994.40","102","付：12月份工资","0","F","","0","0","0",""
"2366","8357","1","201903000001","1","4800.00","0.00","501003","付:村保洁员工资","0","F","","0","0","0",""
"2367","8357","1","201903000001","2","2000.00","0.00","505","付：困难群众关爱基金","0","F","","0","0","0",""
"2368","8357","1","201903000001","3","629.00","0.00","501009","付：办公费","0","F","","0","0","0",""
"2369","8357","1","201903000001","4","0.00","7429.00","102","付：村保洁员工资、办公费、关爱基金","0","F","","0","0","0",""
"2370","8357","1","201904000001","1","11988.80","0.00","102","收:1-2月份工资(原件在服务中心)","0","F","","0","0","0",""
"2371","8357","1","201904000001","2","0.00","11988.80","407","收:1-2月份工资(原件在服务中心)","0","F","","0","0","0",""
"2372","8357","1","201904000002","1","11988.80","0.00","501001","付:1-2月份工资","0","F","","0","0","0",""
"2373","8357","1","201904000002","2","0.00","11988.80","102","付:1-2月份工资","0","F","","0","0","0",""
"2374","8357","1","201905000001","1","20649.40","0.00","102","收：3月份工资、2018年度绩效工资(原件在服务中心)","0","F","","0","0","0",""
"2375","8357","1","201905000001","2","0.00","20649.40","407","收：3月份工资、2018年度绩效工资(原件在服务中心)","0","F","","0","0","0",""
"2376","8357","1","201905000002","1","20649.40","0.00","501001","付：3月份工资、2018年度绩效工资","0","F","","0","0","0",""
"2377","8357","1","201905000002","2","0.00","20649.40","102","付：3月份工资、2018年度绩效工资","0","F","","0","0","0",""
"2378","8357","1","201907000001","1","5994.40","0.00","102","收:四月份工资(原件在服务中心)","0","F","","0","0","0",""
"2379","8357","1","201907000001","2","0.00","5994.40","407","收:四月份工资(原件在服务中心)","0","F","","0","0","0",""
"2380","8357","1","201907000002","1","5994.40","0.00","501001","付:四月份工资","0","F","","0","0","0",""
"2381","8357","1","201907000002","2","0.00","5994.40","102","付:四月份工资","0","F","","0","0","0",""
"2382","8357","1","201907000003","1","10000.00","0.00","102","收：文化经费(原件在服务中心)","0","F","","0","0","0",""
"2383","8357","1","201907000003","2","0.00","10000.00","406","收：文化经费(原件在服务中心)","0","F","","0","0","0",""
"2384","8357","1","201908000001","1","5994.40","0.00","102","收:五月份工资","0","F","","0","0","0",""
"2385","8357","1","201908000001","2","0.00","5994.40","407","收:五月份工资","0","F","","0","0","0",""
"2386","8357","1","201908000002","1","5994.40","0.00","501001","付:五月份工资","0","F","","0","0","0",""
"2387","8357","1","201908000002","2","0.00","5994.40","102","付:五月份工资","0","F","","0","0","0",""
"2388","10512","1","201901000001","1","7800.00","0.00","507","支关爱基金","0","F","","0","0","0",""
"2389","10512","1","201901000001","2","5160.00","0.00","505","支普查人员工资","0","F","","0","0","0",""
"2390","10512","1","201901000001","3","1800.00","0.00","505","支卫生员工资","0","F","","0","0","0",""
"2391","10512","1","201901000001","4","800.00","0.00","505","支杂工工资","0","F","","0","0","0",""
"2392","10512","1","201901000001","5","754.00","0.00","501009","支复印费","0","F","","0","0","0",""
"2393","10512","1","201901000001","6","780.00","0.00","505","购钢丝绳","0","F","","0","0","0",""
"2394","10512","1","201901000001","7","476.00","0.00","501009","支办公费","0","F","","0","0","0",""
"2395","10512","1","201901000001","8","599.10","0.00","501009","支办公费及电费","0","F","","0","0","0",""
"2396","10512","1","201901000001","9","280.00","0.00","501009","支办公费","0","F","","0","0","0",""
"2397","10512","1","201901000001","10","5226.50","0.00","501009","支郑丽霞2018年复印费","0","F","","0","0","0",""
"2398","10512","1","201901000001","11","0.00","23675.60","102","","0","F","","0","0","0",""
"2399","10512","1","201901000002","1","5195.00","0.00","102","收经济普查员工资","0","F","","0","0","0",""
"2400","10512","1","201901000002","2","0.00","5195.00","403","收经济普查员工资","0","F","","0","0","0",""
"2401","10512","1","201901000003","1","6300.00","0.00","505","支姜明军6至12月份工资","0","F","","0","0","0",""
"2402","10512","1","201901000003","2","0.00","6300.00","102","支姜明军6至12月份工资","0","F","","0","0","0",""
"2403","10512","1","201901000004","1","143693.00","0.00","505","支修路及绿化款","0","F","","0","0","0",""
"2404","10512","1","201901000004","2","0.00","143693.00","102","支修路及绿化款","0","F","","0","0","0",""
"2405","10512","1","201901000005","1","33660.00","0.00","102","收2018年小组长工资","0","F","","0","0","0",""
"2406","10512","1","201901000005","2","0.00","33660.00","403","收2018年小组长工资","0","F","","0","0","0",""
"2407","10512","1","201901000006","1","33660.00","0.00","505","支2018小组长工资","0","F","","0","0","0",""
"2408","10512","1","201901000006","2","0.00","33660.00","102","支2018小组长工资","0","F","","0","0","0",""
"2409","10512","1","201901000007","1","27457.60","0.00","102","收2018十二月份工资及第四季度经费","0","F","","0","0","0",""
"2410","10512","1","201901000007","2","0.00","27457.60","407","收2018十二月份工资及第四季度经费","0","F","","0","0","0",""
"2411","10512","1","201901000008","1","9957.60","0.00","501001","支2018年十二月份村干部工资","0","F","","0","0","0",""
"2412","10512","1","201901000008","2","0.00","9957.60","102","支2018年十二月份村干部工资","0","F","","0","0","0",""
"2413","10512","1","201901000009","1","10000.00","0.00","102","收市级文明村级奖励资金","0","F","","0","0","0",""
"2414","10512","1","201901000009","2","0.00","10000.00","403","收市级文明村级奖励资金","0","F","","0","0","0",""
"2415","10512","1","201902000001","1","3600.00","0.00","102","收2018年10-12月防火员工资","0","F","","0","0","0",""
"2416","10512","1","201902000001","2","0.00","3600.00","403","收2018年10-12月防火员工资","0","F","","0","0","0",""
"2417","10512","1","201902000002","1","176278.60","0.00","102","收改善人居环境款","0","F","","0","0","0",""
"2418","10512","1","201902000002","2","0.00","176278.60","403","收改善人居环境款","0","F","","0","0","0",""
"2419","10512","1","201903000001","1","176278.60","0.00","505","支清理垃圾费用及购钢护网费用","0","F","","0","0","0",""
"2420","10512","1","201903000001","2","0.00","176278.60","102","支清理垃圾费用及购钢护网费用","0","F","","0","0","0",""
"2421","10512","1","201903000002","1","10290.00","0.00","505","支春节前清理各组垃圾费用","0","F","","0","0","0",""
"2422","10512","1","201903000002","2","24350.00","0.00","505","支元宵节表演费用","0","F","","0","0","0",""
"2423","10512","1","201903000002","3","3020.00","0.00","505","支换届选举费用","0","F","","0","0","0",""
"2424","10512","1","201903000002","4","969.18","0.00","505","支村室电费","0","F","","0","0","0",""
"2425","10512","1","201903000002","5","0.00","38629.18","102","","0","F","","0","0","0",""
"2426","10512","1","201903000003","1","3600.00","0.00","505","支防火员工资","0","F","","0","0","0",""
"2427","10512","1","201903000003","2","0.00","3600.00","102","支防火员工资","0","F","","0","0","0",""
"2428","10512","1","201903000004","1","800.00","0.00","102","收利息","0","F","","0","0","0",""
"2429","10512","1","201903000004","2","0.00","800.00","403","收利息","0","F","","0","0","0",""
"2430","10512","1","201904000001","1","29915.20","0.00","102","收元至二月份工资及第一季度经费","0","F","","0","0","0",""
"2431","10512","1","201904000001","2","0.00","29915.20","407","收元至二月份工资及第一季度经费","0","F","","0","0","0",""
"2432","10512","1","201904000002","1","19915.20","0.00","501001","支元至二月份工资","0","F","","0","0","0",""
"2433","10512","1","201904000002","2","0.00","19915.20","102","支元至二月份工资","0","F","","0","0","0",""
"2434","10512","1","201904000003","1","42137.00","0.00","102","收小寨沟公园租地款","0","F","","0","0","0",""
"2435","10512","1","201904000003","2","0.00","42137.00","403","收小寨沟公园租地款","0","F","","0","0","0",""
"2436","10512","1","201904000004","1","54048.00","0.00","102","收征地管理费","0","F","","0","0","0",""
"2437","10512","1","201904000004","2","0.00","54048.00","403","收征地管理费","0","F","","0","0","0",""
"2438","10512","1","201905000002","1","27945.00","0.00","102","收三月份工资及2018年6-12月绩效工资","0","F","","0","0","0",""
"2439","10512","1","201905000002","2","0.00","27945.00","407","收三月份工资及2018年6-12月绩效工资","0","F","","0","0","0",""
"2440","10512","1","201905000003","1","27945.00","0.00","501001","支三月份工资及2018年6-12月绩效工资","0","F","","0","0","0",""
"2441","10512","1","201905000003","2","0.00","27945.00","102","支三月份工资及2018年6-12月绩效工资","0","F","","0","0","0",""
"2442","10512","1","201906000001","1","9957.60","0.00","102","收2019年四月份工资","0","F","","0","0","0",""
"2443","10512","1","201906000001","2","0.00","9957.60","407","收2019年四月份工资","0","F","","0","0","0",""
"2444","10512","1","201906000002","1","9957.60","0.00","501001","支2019年四月份工资","0","F","","0","0","0",""
"2445","10512","1","201906000002","2","0.00","9957.60","102","支2019年四月份工资","0","F","","0","0","0",""
"2446","10512","1","201906000003","1","500.00","0.00","102","收利息","0","F","","0","0","0",""
"2447","10512","1","201906000003","2","0.00","500.00","403","收利息","0","F","","0","0","0",""
"2448","10512","1","201908000001","1","19957.60","0.00","102","收五月份工资及第二季度经费","0","F","","0","0","0",""
"2449","10512","1","201908000001","2","0.00","19957.60","407","收五月份工资及第二季度经费","0","F","","0","0","0",""
"2450","10512","1","201908000002","1","9957.60","0.00","501001","支五月份工资","0","F","","0","0","0",""
"2451","10512","1","201908000002","2","0.00","9957.60","102","支五月份工资","0","F","","0","0","0",""
"2452","10512","1","201908000003","1","1150.00","0.00","505","支快乐星期天费用","0","F","","0","0","0",""
"2453","10512","1","201908000003","2","1200.00","0.00","507","支关爱基金","0","F","","0","0","0",""
"2454","10512","1","201908000003","3","1360.00","0.00","505","支卫生费","0","F","","0","0","0",""
"2455","10512","1","201908000003","4","1144.89","0.00","501012","支电费","0","F","","0","0","0",""
"2456","10512","1","201908000003","5","1080.00","0.00","501009","支办公费","0","F","","0","0","0",""
"2457","10512","1","201908000003","6","1183.00","0.00","501009","支办公费","0","F","","0","0","0",""
"2458","10512","1","201908000003","7","0.00","7117.89","102","","0","F","","0","0","0",""
"2459","10512","1","201909000001","1","6030.00","0.00","501009","付教师节购夏凉被","0","F","","0","0","0",""
"2460","10512","1","201909000001","2","0.00","6030.00","102","付教师节购夏凉被","0","F","","0","0","0",""
"2461","10512","1","201909000002","1","9500.00","0.00","501009","购入奥克斯空调（3台）","0","F","","0","0","0",""
"2462","10512","1","201909000002","2","0.00","9500.00","102","购入奥克斯空调（3台）","0","F","","0","0","0",""
"2463","10512","1","201909000003","1","800.00","0.00","102","收利息","0","F","","0","0","0",""
"2464","10512","1","201909000003","2","0.00","800.00","403","收利息","0","F","","0","0","0",""
"2465","10514","1","201901000001","1","23978.40","0.00","102","收2018年村干部9-11月份干部工资","0","F","","0","0","0",""
"2466","10514","1","201901000001","2","0.00","23978.40","407","收2018年村干部9-11月份干部工资","0","F","","0","0","0",""
"2467","10514","1","201901000002","1","23978.40","0.00","501001","支2018年村干部9-11月份干部工资","0","F","","0","0","0",""
"2468","10514","1","201901000002","2","0.00","23978.40","102","支2018年村干部9-11月份干部工资","0","F","","0","0","0",""
"2469","10514","1","201901000003","1","10000.00","0.00","102","收环境卫生整治款","0","F","","0","0","0",""
"2470","10514","1","201901000003","2","0.00","10000.00","408","收环境卫生整治款","0","F","","0","0","0",""
"2471","10514","1","201901000004","1","7000.00","0.00","501011","支张元明购买水泵款","0","F","","0","0","0",""
"2472","10514","1","201901000004","2","0.00","7000.00","102","支张元明购买水泵款","0","F","","0","0","0",""
"2473","10514","1","201901000004","3","6200.00","0.00","151","购买水泵一台","0","F","","0","0","0",""
"2474","10514","1","201901000004","4","0.00","6200.00","306","购买水泵一台","0","F","","0","0","0",""
"2475","10514","1","201901000005","1","4200.00","0.00","507","支张元明关爱基金","0","F","","0","0","0",""
"2476","10514","1","201901000005","2","0.00","4200.00","102","支张元明关爱基金","0","F","","0","0","0",""
"2477","10514","1","201901000006","1","5000.00","0.00","102","收2018年村第三季度经费","0","F","","0","0","0",""
"2478","10514","1","201901000006","2","0.00","5000.00","407","收2018年村第三季度经费","0","F","","0","0","0",""
"2479","10514","1","201901000006","3","2500.00","0.00","102","收2018年村第三季度关爱基金","0","F","","0","0","0",""
"2480","10514","1","201901000006","4","0.00","2500.00","408","收2018年村第三季度关爱基金","0","F","","0","0","0",""
"2481","10514","1","201901000007","1","8869.00","0.00","501009","支胜利北街辉煌装饰门市版面款","0","F","","0","0","0",""
"2482","10514","1","201901000007","2","0.00","8869.00","102","支胜利北街辉煌装饰门市版面款","0","F","","0","0","0",""
"2483","10514","1","201903000001","1","15000.00","0.00","102","收2018年村第四季度经费","0","F","","0","0","0",""
"2484","10514","1","201903000001","2","0.00","15000.00","407","收2018年村第四季度经费","0","F","","0","0","0",""
"2485","10514","1","201903000001","3","2500.00","0.00","102","收2018年村第四季度关爱基金","0","F","","0","0","0",""
"2486","10514","1","201903000001","4","0.00","2500.00","408","收2018年村第四季度关爱基金","0","F","","0","0","0",""
"2487","10514","1","201903000001","5","7992.80","0.00","102","收2018年村干部12月份干部工资","","F","","0","0","0",""
"2488","10514","1","201903000001","6","0.00","7992.80","407","收2018年村干部12月份干部工资","","F","","0","0","0",""
"2489","10514","1","201903000002","1","7992.80","0.00","501001","支2018年村干部12月份干部工资","0","F","","0","0","0",""
"2490","10514","1","201903000002","2","0.00","7992.80","102","支2018年村干部12月份干部工资","0","F","","0","0","0",""
"2491","10514","1","201904000001","1","750.00","0.00","501011","支新华街如意装饰店志愿者服装费","0","F","","0","0","0",""
"2492","10514","1","201904000001","2","0.00","750.00","102","支新华街如意装饰店志愿者服装费","0","F","","0","0","0",""
"2493","10514","1","201904000002","1","9763.00","0.00","507","支张玉峰玫瑰园复耕款","0","F","","0","0","0",""
"2494","10514","1","201904000002","2","0.00","9763.00","102","支张玉峰玫瑰园复耕款","0","F","","0","0","0",""
"2495","10514","1","201904000003","1","15985.60","0.00","501001","支村干部2019年1-2月份干部工资","0","F","","0","0","0",""
"2496","10514","1","201904000003","2","0.00","15985.60","102","支村干部2019年1-2月份干部工资","0","F","","0","0","0",""
"2497","10514","1","201904000004","1","10000.00","0.00","102","收2019年第一季度经费","0","F","","0","0","0",""
"2498","10514","1","201904000004","2","0.00","10000.00","407","收2019年第一季度经费","0","F","","0","0","0",""
"2499","10514","1","201904000004","3","15985.60","0.00","102","收2019年1-2月份干部工资","0","F","","0","0","0",""
"2500","10514","1","201904000004","4","0.00","15985.60","407","收2019年1-2月份干部工资","0","F","","0","0","0",""
"2501","10514","1","201905000001","1","2180.00","0.00","501009","支胜利北街鑫源账表文具门市办公费","0","F","","0","0","0",""
"2502","10514","1","201905000001","2","0.00","2180.00","102","支胜利北街鑫源账表文具门市办公费","0","F","","0","0","0",""
"2503","10514","1","201906000001","1","22000.00","0.00","102","收张林芳缴土地承包款","0","F","","0","0","0",""
"2504","10514","1","201906000001","2","0.00","22000.00","403","收张林芳缴土地承包款","0","F","","0","0","0",""
"2505","10514","1","201906000002","1","3700.00","0.00","102","收李年军缴退回电视机款","0","F","","0","0","0",""
"2506","10514","1","201906000002","2","0.00","3700.00","403","收李年军缴退回电视机款","0","F","","0","0","0",""
"2507","10514","1","201906000003","1","2300.00","0.00","102","收王三锁缴退回2017年保洁员工资","0","F","","0","0","0",""
"2508","10514","1","201906000003","2","0.00","2300.00","408","收王三锁缴退回2017年保洁员工资","0","F","","0","0","0",""
"2509","10514","1","201907000001","1","31059.60","0.00","501001","支2018年6-12月份干部绩效工资及2019年3-4月份干部工资","0","F","","0","0","0",""
"2510","10514","1","201907000001","2","0.00","31059.60","102","支2018年6-12月份干部绩效工资及2019年3-4月份干部工资","0","F","","0","0","0",""
"2511","10514","1","201907000002","1","740.00","0.00","501009","支魏来成网费","0","F","","0","0","0",""
"2512","10514","1","201907000002","2","0.00","740.00","102","支魏来成网费","0","F","","0","0","0",""
"2513","10514","1","201907000002","3","602.00","0.00","501011","支渑池县人民后街跃强八方电子商行购买吊扇","0","F","","0","0","0",""
"2514","10514","1","201907000002","4","0.00","602.00","102","支渑池县人民后街跃强八方电子商行购买吊扇","0","F","","0","0","0",""
"2515","10514","1","201907000002","5","504.85","0.00","151","购买吊扇4台（每台126.21元）","0","F","","0","0","0",""
"2516","10514","1","201907000002","6","0.00","504.85","306","购买吊扇4台（每台126.21元）","0","F","","0","0","0",""
"2517","10514","1","201907000004","1","15074.00","0.00","102","收2018年6-12月份干部绩效工资","0","F","","0","0","0",""
"2518","10514","1","201907000004","2","0.00","15074.00","407","收2018年6-12月份干部绩效工资","0","F","","0","0","0",""
"2519","10514","1","201907000004","3","15985.60","0.00","102","收2019年3-4月份干部工资","0","F","","0","0","0",""
"2520","10514","1","201907000004","4","0.00","15985.60","407","收2019年3-4月份干部工资","0","F","","0","0","0",""
"2521","10514","1","201909000001","1","1000.00","0.00","151","文化用品","0","F","","0","0","0",""
"2522","10514","1","201909000001","2","0.00","1000.00","102","文化用品","0","F","","0","0","0",""
"2523","10518","1","201902000001","1","6550.00","0.00","102","收6.55亩地租金","0","F","","0","0","0",""
"2524","10518","1","201902000001","2","0.00","6550.00","403","收6.55亩地租金","0","F","","0","0","0",""
"2525","10518","1","201904000001","1","975.00","0.00","102","收小寨沟公园租地款","0","F","","0","0","0",""
"2526","10518","1","201904000001","2","0.00","975.00","403","收小寨沟公园租地款","0","F","","0","0","0",""
"2527","10518","1","201905000001","1","284312.00","0.00","505","支法院执行款（5笔）","0","F","","0","0","0",""
"2528","10518","1","201905000001","2","0.00","284312.00","102","支法院执行款（5笔）","0","F","","0","0","0",""
"2529","10543","1","201901000001","1","24878.40","0.00","102","收2018年村干部9-11月份干部工资","0","F","","0","0","0",""
"2530","10543","1","201901000001","2","0.00","24878.40","407","收2018年村干部9-11月份干部工资","0","F","","0","0","0",""
"2531","10543","1","201901000002","1","22000.00","0.00","102","收环境整治款","0","F","","0","0","0",""
"2532","10543","1","201901000002","2","0.00","22000.00","408","收环境整治款","0","F","","0","0","0",""
"2533","10543","1","201901000003","1","24878.40","0.00","501001","支2018年村干部9-11月份干部工资","0","F","","0","0","0",""
"2534","10543","1","201901000003","2","0.00","24878.40","102","支2018年村干部9-11月份干部工资","0","F","","0","0","0",""
"2535","10543","1","201901000004","1","10000.00","0.00","102","收高速协调费","0","F","","0","0","0",""
"2536","10543","1","201901000004","2","0.00","10000.00","408","收高速协调费","0","F","","0","0","0",""
"2537","10543","1","201901000005","1","5000.00","0.00","102","收2018年第四季度经费","0","F","","0","0","0",""
"2538","10543","1","201901000005","2","0.00","5000.00","407","收2018年第四季度经费","0","F","","0","0","0",""
"2539","10543","1","201901000005","3","2500.00","0.00","102","收2018年第四季度关爱基金","0","F","","0","0","0",""
"2540","10543","1","201901000005","4","0.00","2500.00","408","收2018年第四季度关爱基金","0","F","","0","0","0",""
"2541","10543","1","201901000006","1","13390.00","0.00","507","支熊昕大舞台安装电动门","0","F","","0","0","0",""
"2542","10543","1","201901000006","2","0.00","13390.00","102","支熊昕大舞台安装电动门","0","F","","0","0","0",""
"2543","10543","1","201901000007","1","220000.00","0.00","507","支王桃双郑军平2018年春节搞文艺活动突发病死亡赔偿款","0","F","","0","0","0",""
"2544","10543","1","201901000007","2","0.00","220000.00","102","支王桃双郑军平2018年春节搞文艺活动突发病死亡赔偿款","0","F","","0","0","0",""
"2545","10543","1","201901000008","1","18000.00","0.00","507","支顺前园林绿化有限公司绿化工程款","0","F","","0","0","0",""
"2546","10543","1","201901000008","2","0.00","18000.00","102","支顺前园林绿化有限公司绿化工程款","0","F","","0","0","0",""
"2547","10543","1","201901000009","1","3200.00","0.00","501009","支实捷科贸商行电脑款","0","F","","0","0","0",""
"2548","10543","1","201901000009","2","0.00","3200.00","102","支实捷科贸商行电脑款","0","F","","0","0","0",""
"2549","10543","1","201901000009","3","3106.80","0.00","151","购买电脑1台","0","F","","0","0","0",""
"2550","10543","1","201901000009","4","0.00","3106.80","306","购买电脑1台","0","F","","0","0","0",""
"2551","10543","1","201901000010","1","14720.00","0.00","501011","支盛达家具城购买办公家具款","0","F","","0","0","0",""
"2552","10543","1","201901000010","2","0.00","14720.00","102","支盛达家具城购买办公家具款","0","F","","0","0","0",""
"2553","10543","1","201901000010","3","6699.03","0.00","151","购买条桌23张（每张291.26元）","0","F","","0","0","0",""
"2554","10543","1","201901000010","4","7592.23","0.00","151","购买会议椅46把（每把165.04元）","0","F","","0","0","0",""
"2555","10543","1","201901000010","5","0.00","14291.26","306","购买条桌23张会议椅46把","0","F","","0","0","0",""
"2556","10543","1","201901000011","1","2395.15","0.00","501012","支陈小春电费","0","F","","0","0","0",""
"2557","10543","1","201901000011","2","0.00","2395.15","102","支陈小春电费","0","F","","0","0","0",""
"2558","10543","1","201901000012","1","6800.00","0.00","507","支陈小春购买油漆、版面、下水管道配件、旗杆、电机费用","0","F","","0","0","0",""
"2559","10543","1","201901000012","2","0.00","6800.00","102","支陈小春购买油漆、版面、下水管道配件、旗杆、电机费用","0","F","","0","0","0",""
"2560","10543","1","201901000012","3","1850.00","0.00","151","购买旗杆1根","0","F","","0","0","0",""
"2561","10543","1","201901000012","4","1200.00","0.00","151","购买三相1.5电机1台","0","F","","0","0","0",""
"2562","10543","1","201901000012","5","0.00","3050.00","306","购买旗杆1根三相1.5电机1台","0","F","","0","0","0",""
"2563","10543","1","201901000013","1","10000.00","0.00","507","支困难群众关爱基金","0","F","","0","0","0",""
"2564","10543","1","201901000013","2","0.00","10000.00","102","支困难群众关爱基金","0","F","","0","0","0",""
"2565","10543","1","201901000014","1","29760.00","0.00","507","支贺琦民清理陈年垃圾","0","F","","0","0","0",""
"2566","10543","1","201901000014","2","5140.00","0.00","507","支陈金西清理陈年垃圾","0","F","","0","0","0",""
"2567","10543","1","201901000014","3","26800.00","0.00","507","支周海雄清理陈年垃圾","0","F","","0","0","0",""
"2568","10543","1","201901000014","4","29700.00","0.00","507","支上官玉梅清理陈年垃圾","0","F","","0","0","0",""
"2569","10543","1","201901000014","5","29400.00","0.00","507","支代遂升清理陈年垃圾","0","F","","0","0","0",""
"2570","10543","1","201901000014","6","0.00","120800.00","102","支代遂升贺琦民等清理陈年垃圾","0","F","","0","0","0",""
"2571","10543","1","201901000015","1","3000.00","0.00","507","支陈小春购买文化室改造用品费用","0","F","","0","0","0",""
"2572","10543","1","201901000015","2","0.00","3000.00","102","支陈小春购买文化室改造用品费用","0","F","","0","0","0",""
"2573","10543","1","201901000016","1","20000.00","0.00","102","收乡拨文化活动经费","0","F","","0","0","0",""
"2574","10543","1","201901000016","2","0.00","20000.00","408","收乡拨文化活动经费","0","F","","0","0","0",""
"2575","10543","1","201901000017","1","120800.00","0.00","102","收环境整治清理陈年垃圾款","0","F","","0","0","0",""
"2576","10543","1","201901000017","2","0.00","120800.00","408","收环境整治清理陈年垃圾款","0","F","","0","0","0",""
"2577","10543","1","201901000018","1","20000.00","0.00","102","收美丽乡村地面附属物清除补偿款","0","F","","0","0","0",""
"2578","10543","1","201901000018","2","0.00","20000.00","408","收美丽乡村地面附属物清除补偿款","0","F","","0","0","0",""
"2579","10543","1","201901000019","1","30000.00","0.00","102","收基层组织场所建设款","0","F","","0","0","0",""
"2580","10543","1","201901000019","2","0.00","30000.00","408","收基层组织场所建设款","0","F","","0","0","0",""
"2581","10543","1","201902000001","1","25554.00","0.00","507","支创鑫塑钢铝合金加工门市购买大门建设旗台门楼费用","0","F","","0","0","0",""
"2582","10543","1","201902000001","2","0.00","25554.00","102","支创鑫塑钢铝合金加工门市购买大门建设旗台门楼费用","0","F","","0","0","0",""
"2583","10543","1","201902000001","3","9700.00","0.00","151","购买大门1个","0","F","","0","0","0",""
"2584","10543","1","201902000001","4","0.00","9700.00","306","购买大门1个","0","F","","0","0","0",""
"2585","10543","1","201902000002","1","288428.60","0.00","507","支高速占地赔偿款","0","F","","0","0","0",""
"2586","10543","1","201902000002","2","0.00","288428.60","102","支高速占地赔偿款","0","F","","0","0","0",""
"2587","10543","1","201902000003","1","2400.00","0.00","102","收陈小春缴房租、卖废铁款","0","F","","0","0","0",""
"2588","10543","1","201902000003","2","0.00","2400.00","403","收陈小春缴房租、卖废铁款","0","F","","0","0","0",""
"2589","10543","1","201902000004","1","22000.00","0.00","507","支刘小友清理垃圾费用","0","F","","0","0","0",""
"2590","10543","1","201902000004","2","0.00","22000.00","102","支刘小友清理垃圾费用","0","F","","0","0","0",""
"2591","10543","1","201903000001","1","15000.00","0.00","102","收2018年村第四季度经费","0","F","","0","0","0",""
"2592","10543","1","201903000001","2","0.00","15000.00","407","收2018年村第四季度经费","0","F","","0","0","0",""
"2593","10543","1","201903000001","3","2500.00","0.00","102","收2018年村第四季度关爱基金","0","F","","0","0","0",""
"2594","10543","1","201903000001","4","0.00","2500.00","408","收2018年村第四季度关爱基金","0","F","","0","0","0",""
"2595","10543","1","201903000001","5","8292.80","0.00","102","收2018年村干部12月份干部工资","0","F","","0","0","0",""
"2596","10543","1","201903000001","6","0.00","8292.80","407","收2018年村干部12月份干部工资","0","F","","0","0","0",""
"2597","10543","1","201903000002","1","8292.80","0.00","501001","支2018年村干部12月份干部工资","0","F","","0","0","0",""
"2598","10543","1","201903000002","2","0.00","8292.80","102","支2018年村干部12月份干部工资","0","F","","0","0","0",""
"2599","10543","1","201903000003","1","124105.50","0.00","102","收江苏省交通集团有限公司南京分公司拨高速建桥料场占地地租款","0","F","","0","0","0",""
"2600","10543","1","201903000003","2","0.00","124105.50","408","收江苏省交通集团有限公司南京分公司拨高速建桥料场占地地租款","0","F","","0","0","0",""
"2601","10543","1","201903000004","1","19792.50","0.00","102","收江苏省交通工程集团有限公司南京分公司拨临时占地地租款","0","F","","0","0","0",""
"2602","10543","1","201903000004","2","0.00","19792.50","408","收江苏省交通工程集团有限公司南京分公司拨临时占地地租款","0","F","","0","0","0",""
"2603","10543","1","201903000005","1","102080.00","0.00","102","收江苏省交通工程集团有限公司南京分公司拨保洁款","0","F","","0","0","0",""
"2604","10543","1","201903000005","2","0.00","102080.00","408","收江苏省交通工程集团有限公司南京分公司拨保洁款","0","F","","0","0","0",""
"2605","10543","1","201904000001","1","1500.00","0.00","102","收陈小春缴房租","0","F","","0","0","0",""
"2606","10543","1","201904000001","2","0.00","1500.00","102","收陈小春缴房租","0","F","","0","0","0",""
"2607","10543","1","201904000002","1","700000.00","0.00","102","收垣渑高速241改线仁村段农户地附属物赔偿款","0","F","","0","0","0",""
